2353,,,,,
All IDs for CfosEtoh01,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
90865,ENSG00000137033,90865,OTTHUMG00000019516,IL33,interleukin 33
90874,ENSG00000143067,90874,OTTHUMG00000012962,ZNF697,zinc finger protein 697
91039,ENSG00000142002,91039,OTTHUMG00000182040,DPP9,dipeptidyl-peptidase 9
91107,ENSG00000132481,91107,OTTHUMG00000179916,TRIM47,tripartite motif containing 47
91156,ENSG00000163395,91156,OTTHUMG00000035728,IGFN1,immunoglobulin-like and fibronectin type III domain containing 1
91181,ENSG00000143552,91181,OTTHUMG00000035852,NUP210L,nucleoporin 210kDa-like
91272,ENSG00000145919,91272,OTTHUMG00000130540,BOD1,biorientation of chromosomes in cell division 1
91283,ENSG00000066697,91283,OTTHUMG00000020365,MSANTD3,Myb/SANT-like DNA-binding domain containing 3
91298,ENSG00000133641,91298,OTTHUMG00000169870,C12orf29,chromosome 12 open reading frame 29
91300,ENSG00000198858,91300,OTTHUMG00000181899,R3HDM4,R3H domain containing 4
91304,ENSG00000182087,91304,OTTHUMG00000181905,C19orf6,chromosome 19 open reading frame 6
91351,ENSG00000181381,91351,OTTHUMG00000161412,DDX60L,DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like
91369,ENSG00000154945,91369,OTTHUMG00000162255,ANKRD40,ankyrin repeat domain 40
91404,ENSG00000187231,91404,OTTHUMG00000154554,SESTD1,SEC14 and spectrin domains 1
91408,ENSG00000134717,91408,OTTHUMG00000008960,BTF3L4,basic transcription factor 3-like 4
91445,ENSG00000138942,91445,OTTHUMG00000151253,RNF185,ring finger protein 185
91523,ENSG00000179715,91523,OTTHUMG00000169617,PCED1B,PC-esterase domain containing 1B
91526,ENSG00000065413,91526,OTTHUMG00000154411,ANKRD44,ankyrin repeat domain 44
91614,ENSG00000121690,91614,OTTHUMG00000166242,DEPDC7,DEP domain containing 7
91624,ENSG00000162614,91624,OTTHUMG00000040533,NEXN,nexilin (F actin binding protein)
91663,ENSG00000179820,91663,OTTHUMG00000060775,MYADM,myeloid-associated differentiation marker
91687,ENSG00000120334,91687,OTTHUMG00000034802,CENPL,centromere protein L
91746,ENSG00000083896,91746,OTTHUMG00000129306,YTHDC1,YTH domain containing 1
91748,ENSG00000156030,91748,OTTHUMG00000150359,ELMSAN1,chromosome 14 open reading frame 43
91749,ENSG00000173214,91749,OTTHUMG00000015372,KIAA1919,KIAA1919
91754,ENSG00000119638,91754,OTTHUMG00000171768,NEK9,NIMA (never in mitosis gene a)- related kinase 9
91801,ENSG00000137760,91801,OTTHUMG00000157008,ALKBH8,"alkB, alkylation repair homolog 8 (E. coli)"
91828,ENSG00000205436,91828,OTTHUMG00000171888,EXOC3L4,exocyst complex component 3-like 4
91894,ENSG00000149300; ENSG00000149300,91894; 91894,OTTHUMG00000166888; OTTHUMG00000166888,C11orf52; C11orf52,chromosome 11 open reading frame 52
91894,ENSG00000149300; ENSG00000149300,91894; 91894,OTTHUMG00000166888; OTTHUMG00000166888,C11orf52; C11orf52,chromosome 11 open reading frame 52
92014,ENSG00000122696,92014,OTTHUMG00000019935,SLC25A51,"solute carrier family 25, member 51"
92017,ENSG00000048471,92017,OTTHUMG00000129827,SNX29,sorting nexin 29
92092,ENSG00000146858,92092,OTTHUMG00000157229,ZC3HAV1L,"zinc finger CCCH-type, antiviral 1-like"
92105,ENSG00000149262,92105,OTTHUMG00000166629,INTS4,integrator complex subunit 4
92126,ENSG00000171451,92126,OTTHUMG00000132804,DSEL,dermatan sulfate epimerase-like
92140,ENSG00000147649,92140,OTTHUMG00000164692,MTDH,metadherin
92196,ENSG00000163331,92196,OTTHUMG00000153970,DAPL1,death associated protein-like 1
92235,ENSG00000198842,92235,OTTHUMG00000034434,DUSP27,dual specificity phosphatase 27 (putative)
92255,ENSG00000164187,92255,OTTHUMG00000162150,LMBRD2,LMBR1 domain containing 2
92259,ENSG00000134056,92259,OTTHUMG00000162443,MRPS36,mitochondrial ribosomal protein S36
92285,ENSG00000245680,92285,OTTHUMG00000048165,ZNF585B,zinc finger protein 585B
92345,ENSG00000145414,92345,OTTHUMG00000161370,NAF1,nuclear assembly factor 1 homolog (S. cerevisiae)
92346,ENSG00000180999,92346,OTTHUMG00000034750,C1orf105,chromosome 1 open reading frame 105
92359,ENSG00000130545,92359,OTTHUMG00000181828,CRB3,crumbs homolog 3 (Drosophila)
92369,ENSG00000175093,92369,OTTHUMG00000160223,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4
92482,ENSG00000214413,92482,OTTHUMG00000019046,BBIP1,BBSome interacting protein 1
92579,ENSG00000141349,92579,OTTHUMG00000181805,G6PC3,"glucose 6 phosphatase, catalytic, 3"
92595,ENSG00000169951,92595,OTTHUMG00000132406,ZNF764,zinc finger protein 764
92667,ENSG00000125871,92667,OTTHUMG00000031955,C20orf72,chromosome 20 open reading frame 72
92749,ENSG00000157856,92749,OTTHUMG00000125531,CCDC164,coiled-coil domain containing 164
92799,ENSG00000160410,92799,OTTHUMG00000182602,SHKBP1,SH3KBP1 binding protein 1
92822,ENSG00000158805,92822,OTTHUMG00000138050,ZNF276,zinc finger protein 276
92935,ENSG00000247626,92935,OTTHUMG00000154487,MARS2,"methionyl-tRNA synthetase 2, mitochondrial"
92979,ENSG00000139266,92979,OTTHUMG00000170456,9-Mar,membrane-associated ring finger (C3HC4) 9
92999,ENSG00000114853,92999,OTTHUMG00000156207,ZBTB47,zinc finger and BTB domain containing 47
93058,ENSG00000135469,93058,OTTHUMG00000170283,COQ10A,coenzyme Q10 homolog A (S. cerevisiae)
93081,ENSG00000151287,93081,OTTHUMG00000017306,TEX30,testis expressed 30
93099,ENSG00000161249,93099,OTTHUMG00000048101,DMKN,dermokine
93100,ENSG00000147813,93100,OTTHUMG00000156942,NAPRT1,nicotinate phosphoribosyltransferase domain containing 1
93129,ENSG00000175938,93129,OTTHUMG00000176768,ORAI3,ORAI calcium release-activated calcium modulator 3
93183,ENSG00000143315,93183,OTTHUMG00000024081,PIGM,"phosphatidylinositol glycan anchor biosynthesis, class M"
93185,ENSG00000162729,93185,OTTHUMG00000024075,IGSF8,"immunoglobulin superfamily, member 8"
93233,ENSG00000105479,93233,OTTHUMG00000156161,CCDC114,coiled-coil domain containing 114
93323,ENSG00000131351,93323,OTTHUMG00000182672,HAUS8,"HAUS augmin-like complex, subunit 8"
93349,ENSG00000185404,93349,OTTHUMG00000153730,SP140L,SP140 nuclear body protein-like
93408,ENSG00000106436,93408,OTTHUMG00000157137,MYL10,"myosin, light chain 10, regulatory"
93587,ENSG00000145331,93587,OTTHUMG00000131025,TRMT10A,tRNA methyltransferase 10 homolog A (S. cerevisiae)
93611,ENSG00000132879,93611,OTTHUMG00000002071,FBXO44,F-box protein 44
93627,ENSG00000145348,93627,OTTHUMG00000131214,TBCK,TBC1 domain containing kinase
93643,ENSG00000137221,93643,OTTHUMG00000014736,TJAP1,tight junction associated protein 1 (peripheral)
93664,ENSG00000081803,93664,OTTHUMG00000157093,CADPS2,Ca++-dependent secretion activator 2
93974,ENSG00000130770,93974,OTTHUMG00000003533,ATPIF1,ATPase inhibitory factor 1
94056,ENSG00000169895,94056,OTTHUMG00000021192,SYAP1,synapse associated protein 1
94103,ENSG00000172057,94103,OTTHUMG00000133249,ORMDL3,ORM1-like 3 (S. cerevisiae)
94104,ENSG00000159086,94104,OTTHUMG00000064980,GCFC1,GC-rich sequence DNA-binding factor 1
94120,ENSG00000164674,94120,OTTHUMG00000015916,SYTL3,synaptotagmin-like 3
94134,ENSG00000165322,94134,OTTHUMG00000017911,ARHGAP12,Rho GTPase activating protein 12
94137,ENSG00000183638,94137,OTTHUMG00000163806,RP1L1,retinitis pigmentosa 1-like 1
94160,ENSG00000140798,94160,OTTHUMG00000133143,ABCC12,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12"
94163,ENSG00000142937,94163,OTTHUMG00000008494,RPS8,ribosomal protein S8
94239,ENSG00000105968,94239,OTTHUMG00000129217,H2AFV,"H2A histone family, member V"
94240,ENSG00000133106,94240,OTTHUMG00000016814,EPSTI1,epithelial stromal interaction 1 (breast)
96459,ENSG00000217128,96459,OTTHUMG00000162686,FNIP1,folliculin interacting protein 1
112464,ENSG00000170955,112464,OTTHUMG00000133378,PRKCDBP,"protein kinase C, delta binding protein"
112479,ENSG00000196678,112479,OTTHUMG00000131557,ERI2,ERI1 exoribonuclease family member 2
112724,ENSG00000160439,112724,OTTHUMG00000180478,RDH13,retinol dehydrogenase 13 (all-trans/9-cis)
112812,ENSG00000267673,112812,OTTHUMG00000141299,FDX1L,"Adrenodoxin-like protein, mitochondrial"
112840,ENSG00000140006,112840,OTTHUMG00000140340,WDR89,WD repeat domain 89
112849,ENSG00000126790,112849,OTTHUMG00000028941,L3HYPDH,L-3-hydroxyproline dehydratase (trans-)
113130,ENSG00000146670,113130,OTTHUMG00000150420,CDCA5,cell division cycle associated 5
113146,ENSG00000185567,113146,OTTHUMG00000170765,AHNAK2,AHNAK nucleoprotein 2
113174,ENSG00000166788,113174,OTTHUMG00000166428,SAAL1,serum amyloid A-like 1
113178,ENSG00000227500,113178,OTTHUMG00000154590,SCAMP4,secretory carrier membrane protein 4
113179,ENSG00000213638,113179,OTTHUMG00000154591,ADAT3,"adenosine deaminase, tRNA-specific 3"
113235,ENSG00000076351,113235,OTTHUMG00000179415,SLC46A1,"solute carrier family 46 (folate transporter), member 1"
113251,ENSG00000161813,113251,OTTHUMG00000163724,LARP4,"La ribonucleoprotein domain family, member 4"
113510,ENSG00000163312,113510,OTTHUMG00000130423,HELQ,"helicase, POLQ-like"
113540,ENSG00000089505,113540,OTTHUMG00000137502,CMTM1,CKLF-like MARVEL transmembrane domain containing 1
113675,ENSG00000139410,113675,OTTHUMG00000169551,SDSL,serine dehydratase-like
113791,ENSG00000100100,113791,OTTHUMG00000151256,PIK3IP1,phosphoinositide-3-kinase interacting protein 1
113829,ENSG00000176087,113829,OTTHUMG00000129495,SLC35A4,"solute carrier family 35, member A4"
114049,ENSG00000071462,114049,OTTHUMG00000023306,WBSCR22,Williams Beuren syndrome chromosome region 22
114299,ENSG00000243444,114299,OTTHUMG00000020479,PALM2,paralemmin 2
114327,ENSG00000096093,114327,OTTHUMG00000014848,EFHC1,EF-hand domain (C-terminal) containing 1
114609,ENSG00000150455,114609,OTTHUMG00000140373,TIRAP,toll-interleukin 1 receptor (TIR) domain containing adaptor protein
114757,ENSG00000161544,114757,OTTHUMG00000180289,CYGB,cytoglobin
114769,ENSG00000204397,114769,OTTHUMG00000166157,CARD16,"caspase recruitment domain family, member 16"
114785,ENSG00000166987,114785,OTTHUMG00000170099,MBD6,methyl-CpG binding domain protein 6
114787,ENSG00000169258,114787,OTTHUMG00000130659,GPRIN1,G protein regulated inducer of neurite outgrowth 1
114804,ENSG00000141576,114804,OTTHUMG00000132627,RNF157,ring finger protein 157
114815,ENSG00000108018,114815,OTTHUMG00000019018,SORCS1,sortilin-related VPS10 domain containing receptor 1
114818,ENSG00000119771,114818,OTTHUMG00000151899,KLHL29,kelch-like 29 (Drosophila)
114825,ENSG00000170234,114825,OTTHUMG00000163546,PWWP2A,PWWP domain containing 2A
114836,ENSG00000162739,114836,OTTHUMG00000022729,SLAMF6,SLAM family member 6
114876,ENSG00000141447,114876,OTTHUMG00000131944,OSBPL1A,oxysterol binding protein-like 1A
114881,ENSG00000006025,114881,OTTHUMG00000178288,OSBPL7,oxysterol binding protein-like 7
114897,ENSG00000173918,114897,OTTHUMG00000177533,C1QTNF1,C1q and tumor necrosis factor related protein 1
114904,ENSG00000133466,114904,OTTHUMG00000150538,C1QTNF6,C1q and tumor necrosis factor related protein 6
114905,ENSG00000163145,114905,OTTHUMG00000097095,C1QTNF7,C1q and tumor necrosis factor related protein 7
114907,ENSG00000156804,114907,OTTHUMG00000164981,FBXO32,F-box protein 32
114908,ENSG00000152558,114908,OTTHUMG00000167326,TMEM123,transmembrane protein 123
114926,ENSG00000176209,114926,OTTHUMG00000157060,C8orf40,chromosome 8 open reading frame 40
114971,ENSG00000110536,114971,OTTHUMG00000166892,PTPMT1,"protein tyrosine phosphatase, mitochondrial 1"
115004,ENSG00000164430,115004,OTTHUMG00000015034,MB21D1,Mab-21 domain containing 1
115019,ENSG00000174502,115019,OTTHUMG00000036001,SLC26A9,"solute carrier family 26, member 9"
115098,ENSG00000007080,115098,OTTHUMG00000183405,CCDC124,coiled-coil domain containing 124
115207,ENSG00000178695,115207,OTTHUMG00000017096,KCTD12,potassium channel tetramerisation domain containing 12
115273,ENSG00000188060,115273,OTTHUMG00000003656,RAB42,"RAB42, member RAS oncogene family"
115361,ENSG00000162654,115361,OTTHUMG00000010663,GBP4,guanylate binding protein 4
115362,ENSG00000154451,115362,OTTHUMG00000010006,GBP5,guanylate binding protein 5
115548,ENSG00000157107,115548,OTTHUMG00000162413,FCHO2,FCH domain only 2
115572,ENSG00000158246,115572,OTTHUMG00000004278,FAM46B,"family with sequence similarity 46, member B"
115584,ENSG00000158865,115584,OTTHUMG00000097003,SLC5A11,"solute carrier family 5 (sodium/glucose cotransporter), member 11"
115704,ENSG00000142459,115704,OTTHUMG00000182454,EVI5L,ecotropic viral integration site 5-like
115811,ENSG00000166578,115811,OTTHUMG00000169659,IQCD,IQ motif containing D
115817,ENSG00000157379,115817,OTTHUMG00000029333,DHRS1,dehydrogenase/reductase (SDR family) member 1
115825,ENSG00000139668,115825,OTTHUMG00000017407,WDFY2,WD repeat and FYVE domain containing 2
115939,ENSG00000007520,115939,OTTHUMG00000047834,TSR3,"TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)"
116064,ENSG00000163428,116064,OTTHUMG00000159407,LRRC58,leucine rich repeat containing 58
116093,ENSG00000174325,116093,OTTHUMG00000132646,DIRC1,disrupted in renal carcinoma 1
116150,ENSG00000153989,116150,OTTHUMG00000015458,NUS1,nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
116211,ENSG00000145107,116211,OTTHUMG00000155675,TM4SF19,transmembrane 4 L six family member 19
116228,ENSG00000203667,116228,OTTHUMG00000040401,COX20,COX20 Cox2 chaperone homolog (S. cerevisiae)
116238,ENSG00000160606,116238,OTTHUMG00000132683,TLCD1,TLC domain containing 1
116254,ENSG00000055211,116254,OTTHUMG00000015789,GINM1,glycoprotein integral membrane 1
116372,ENSG00000150551,116372,OTTHUMG00000153609,LYPD1,LY6/PLAUR domain containing 1
116412,ENSG00000152475,116412,OTTHUMG00000183517,ZNF837,zinc finger protein 837
116442,ENSG00000155961,116442,OTTHUMG00000022659,RAB39B,"RAB39B, member RAS oncogene family"
116496,ENSG00000135842,116496,OTTHUMG00000035388,FAM129A,"family with sequence similarity 129, member A"
116535,ENSG00000172935,116535,OTTHUMG00000167897,MRGPRF,"MAS-related GPR, member F"
116832,ENSG00000163923,116832,OTTHUMG00000156465,RPL39L,ribosomal protein L39-like
116840,ENSG00000170037,116840,OTTHUMG00000172932,CNTROB,"centrobin, centrosomal BRCA2 interacting protein"
116938,ENSG00000100316,116938,OTTHUMG00000151079,RPL3,ribosomal protein L3
116983,ENSG00000131584,116983,OTTHUMG00000002235,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
116986,ENSG00000135439,116986,OTTHUMG00000170285,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
117143,ENSG00000152382,117143,OTTHUMG00000034321,TADA1,transcriptional adaptor 1
117144,ENSG00000175294,117144,OTTHUMG00000166668,CATSPER1,"cation channel, sperm associated 1"
117159,ENSG00000161634,117159,OTTHUMG00000169937,DCD,dermcidin
117166,ENSG00000127578,117166,OTTHUMG00000090359,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
117178,ENSG00000117155,117178,OTTHUMG00000009926,SSX2IP,"synovial sarcoma, X breakpoint 2 interacting protein"
117248,ENSG00000131386,117248,OTTHUMG00000156893,GALNTL2,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2
117283,ENSG00000161896,117283,OTTHUMG00000014531,IP6K3,inositol hexakisphosphate kinase 3
117531,ENSG00000165091,117531,OTTHUMG00000020014,TMC1,transmembrane channel-like 1
117584,ENSG00000092871,117584,OTTHUMG00000132933,RFFL,ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
118426,ENSG00000165714,118426,OTTHUMG00000168542,LOH12CR1,"loss of heterozygosity, 12, chromosomal region 1"
118429,ENSG00000163297,118429,OTTHUMG00000151982,ANTXR2,anthrax toxin receptor 2
118442,ENSG00000180929,118442,OTTHUMG00000157367,GPR62,G protein-coupled receptor 62
118813,ENSG00000155256,118813,OTTHUMG00000018867,ZFYVE27,"zinc finger, FYVE domain containing 27"
118932,ENSG00000152766,118932,OTTHUMG00000018699,ANKRD22,ankyrin repeat domain 22
119032,ENSG00000166275,119032,OTTHUMG00000018975,C10orf32,chromosome 10 open reading frame 32
119180,ENSG00000151033,119180,OTTHUMG00000017898,LYZL2,lysozyme-like 2
119392,ENSG00000156384,119392,OTTHUMG00000019000,SFR1,SWI5-dependent recombination repair 1
119395,ENSG00000183128,119395,OTTHUMG00000018989,CALHM3,calcium homeostasis modulator 3
119467,ENSG00000180745,119467,OTTHUMG00000019253,CLRN3,clarin 3
119504,ENSG00000166295,119504,OTTHUMG00000018433,ANAPC16,anaphase promoting complex subunit 16
119548,ENSG00000203837,119548,OTTHUMG00000019100,PNLIPRP3,pancreatic lipase-related protein 3
119559,ENSG00000183605,119559,OTTHUMG00000019147,SFXN4,sideroflexin 4
119679,ENSG00000205495,119679,OTTHUMG00000066600,OR52J3,"olfactory receptor, family 52, subfamily J, member 3"
120103,ENSG00000180773,120103,OTTHUMG00000167368,SLC36A4,"solute carrier family 36 (proton/amino acid symporter), member 4"
120227,ENSG00000186104,120227,OTTHUMG00000165900,CYP2R1,"cytochrome P450, family 2, subfamily R, polypeptide 1"
120400,ENSG00000095110,120400,OTTHUMG00000168284,NXPE1,"neurexophilin and PC-esterase domain family, member 1"
120939,ENSG00000165685,120939,OTTHUMG00000168410,TMEM52B,transmembrane protein 52B
121227,ENSG00000139263,121227,OTTHUMG00000169940,LRIG3,leucine-rich repeats and immunoglobulin-like domains 3
121256,ENSG00000151952,121256,OTTHUMG00000168400,TMEM132D,transmembrane protein 132D
121340,ENSG00000170374,121340,OTTHUMG00000170031,SP7,Sp7 transcription factor
121355,ENSG00000170627,121355,OTTHUMG00000169842,GTSF1,gametocyte specific factor 1
121665,ENSG00000157837,121665,OTTHUMG00000169232,SPPL3,signal peptide peptidase like 3
122046,ENSG00000175664,122046,OTTHUMG00000016682,TEX26,testis expressed 26
122402,ENSG00000156414,122402,OTTHUMG00000152876,TDRD9,tudor domain containing 9
122553,ENSG00000182400,122553,OTTHUMG00000140259,TRAPPC6B,trafficking protein particle complex 6B
122704,ENSG00000172590,122704,OTTHUMG00000028703,MRPL52,mitochondrial ribosomal protein L52
122742,ENSG00000176246,122742,OTTHUMG00000169492,OR4L1,"olfactory receptor, family 4, subfamily L, member 1"
122786,ENSG00000139926,122786,OTTHUMG00000140294,FRMD6,FERM domain containing 6
122961,ENSG00000165898,122961,OTTHUMG00000171214,ISCA2,iron-sulfur cluster assembly 2 homolog (S. cerevisiae)
123036,ENSG00000165929,123036,OTTHUMG00000171121,TC2N,"tandem C2 domains, nuclear"
123103,ENSG00000185271,123103,OTTHUMG00000170982,KLHL33,kelch-like 33 (Drosophila)
123264,ENSG00000186198,123264,OTTHUMG00000133116,SLC51B,"solute carrier family 51, beta subunit"
123591,ENSG00000169758,123591,OTTHUMG00000142918,C15orf27,chromosome 15 open reading frame 27
123720,ENSG00000156232,123720,OTTHUMG00000172422,WHAMM,"WAS protein homolog associated with actin, golgi membranes and microtubules"
123722,ENSG00000186628,123722,OTTHUMG00000172400,FSD2,fibronectin type III and SPRY domain containing 2
123879,ENSG00000188215,123879,OTTHUMG00000131553,DCUN1D3,"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)"
124044,ENSG00000158792,124044,OTTHUMG00000138047,SPATA2L,spermatogenesis associated 2-like
124152,ENSG00000174628,124152,OTTHUMG00000131453,IQCK,IQ motif containing K
124359,ENSG00000166446,124359,OTTHUMG00000177004,CDYL2,"chromodomain protein, Y-like 2"
124402,ENSG00000153443,124402,OTTHUMG00000129472,FAM100A,"family with sequence similarity 100, member A"
124446,ENSG00000149932,124446,OTTHUMG00000177105,TMEM219,transmembrane protein 219
124454,ENSG00000103356,124454,OTTHUMG00000177018,EARS2,"glutamyl-tRNA synthetase 2, mitochondrial (putative)"
124641,ENSG00000262664; ENSG00000214014; ENSG00000262664; ENSG00000214014,124641; 124641; 124641; 124641,OTTHUMG00000132471; ; OTTHUMG00000132471;,OVCA2; OVCA2; OVCA2; OVCA2,ovarian tumor suppressor candidate 2
124641,ENSG00000262664; ENSG00000214014; ENSG00000262664; ENSG00000214014,124641; 124641; 124641; 124641,OTTHUMG00000132471; ; OTTHUMG00000132471;,OVCA2; OVCA2; OVCA2; OVCA2,ovarian tumor suppressor candidate 2
124641,ENSG00000262664; ENSG00000214014; ENSG00000262664; ENSG00000214014,124641; 124641; 124641; 124641,OTTHUMG00000132471; ; OTTHUMG00000132471;,OVCA2; OVCA2; OVCA2; OVCA2,ovarian tumor suppressor candidate 2
124641,ENSG00000262664; ENSG00000214014; ENSG00000262664; ENSG00000214014,124641; 124641; 124641; 124641,OTTHUMG00000132471; ; OTTHUMG00000132471;,OVCA2; OVCA2; OVCA2; OVCA2,ovarian tumor suppressor candidate 2
124739,ENSG00000154914,124739,OTTHUMG00000177942,USP43,ubiquitin specific peptidase 43
124773,ENSG00000141371,124773,OTTHUMG00000157171,C17orf64,chromosome 17 open reading frame 64
124783,ENSG00000184361,124783,OTTHUMG00000180363,SPATA32,testis expressed 34
124801,ENSG00000161654,124801,OTTHUMG00000181804,LSM12,LSM12 homolog (S. cerevisiae)
124925,ENSG00000063015,124925,OTTHUMG00000168010,SEZ6,seizure related 6 homolog (mouse)
124936,ENSG00000167740,124936,OTTHUMG00000177726,CYB5D2,cytochrome b5 domain containing 2
124944,ENSG00000258315,124944,OTTHUMG00000170147,C17orf49,Chromatin complexes subunit BAP18
124975,ENSG00000167741,124975,OTTHUMG00000177827,GGT6,gamma-glutamyltransferase 6
124997,ENSG00000167716,124997,OTTHUMG00000153941,WDR81,WD repeat domain 81
125170,ENSG00000177427,125170,OTTHUMG00000059392,SMCR7,"Smith-Magenis syndrome chromosome region, candidate 7"
125228,ENSG00000177150,125228,OTTHUMG00000131719,FAM210A,"family with sequence similarity 210, member A"
125476,ENSG00000153391,125476,OTTHUMG00000132564,INO80C,INO80 complex subunit C
125488,ENSG00000168234,125488,OTTHUMG00000179403,TTC39C,tetratricopeptide repeat domain 39C
125919,ENSG00000178229,125919,OTTHUMG00000183243,ZNF543,zinc finger protein 543
126074,ENSG00000173928,126074,OTTHUMG00000182025,SWSAP1,SWIM-type zinc finger 7 associated protein 1
126075,ENSG00000183401,126075,OTTHUMG00000182022,CCDC159,coiled-coil domain containing 159
126282,ENSG00000185361,126282,OTTHUMG00000182013,TNFAIP8L1,"tumor necrosis factor, alpha-induced protein 8-like 1"
126298,ENSG00000167378,126298,OTTHUMG00000182701,IRGQ,"immunity-related GTPase family, Q"
126328,ENSG00000174886,126328,OTTHUMG00000180617,NDUFA11,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa"
126353,ENSG00000099812,126353,OTTHUMG00000181786,C19orf21,chromosome 19 open reading frame 21
126364,ENSG00000175489,126364,OTTHUMG00000183361,LRRC25,leucine rich repeat containing 25
126393,ENSG00000004776,126393,OTTHUMG00000048122,HSPB6,"heat shock protein, alpha-crystallin-related, B6"
126526,ENSG00000160392,126526,OTTHUMG00000179028,C19orf47,chromosome 19 open reading frame 47
126638,ENSG00000215853,126638,OTTHUMG00000154095,RPTN,repetin
126695,ENSG00000175707,126695,OTTHUMG00000004272,C1orf172,chromosome 1 open reading frame 172
126789,ENSG00000169972,126789,OTTHUMG00000003361,PUSL1,pseudouridylate synthase-like 1
126823,ENSG00000162755,126823,OTTHUMG00000031479,KLHDC9,kelch domain containing 9
126868,ENSG00000173212,126868,OTTHUMG00000012110,MAB21L3,mab-21-like 3 (C. elegans)
126917,ENSG00000169991,126917,OTTHUMG00000002499,IFFO2,intermediate filament family orphan 2
127018,ENSG00000143353,127018,OTTHUMG00000037141,LYPLAL1,lysophospholipase-like 1
127077,ENSG00000183130,127077,OTTHUMG00000040384,OR2T11,"olfactory receptor, family 2, subfamily T, member 11"
127247,ENSG00000154007,127247,OTTHUMG00000009787,ASB17,ankyrin repeat and SOCS box containing 17
127253,ENSG00000162623,127253,OTTHUMG00000009641,TYW3,tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)
127255,ENSG00000162620,127255,OTTHUMG00000009508,LRRIQ3,leucine-rich repeats and IQ motif containing 3
127294,ENSG00000142661,127294,OTTHUMG00000002969,MYOM3,"myomesin family, member 3"
127343,ENSG00000197587,127343,OTTHUMG00000007982,DMBX1,diencephalon/mesencephalon homeobox 1
127385,ENSG00000184155,127385,OTTHUMG00000022738,OR10J5,"olfactory receptor, family 10, subfamily J, member 5"
127534,ENSG00000189433,127534,OTTHUMG00000004052,GJB4,"gap junction protein, beta 4, 30.3kDa"
127544,ENSG00000116514,127544,OTTHUMG00000004013,RNF19B,ring finger protein 19B
127579,ENSG00000163354,127579,OTTHUMG00000037371,DCST2,DC-STAMP domain containing 2
127670,ENSG00000203730,127670,OTTHUMG00000037398,TEDDM1,transmembrane epididymal protein 1
127707,ENSG00000179023,127707,OTTHUMG00000002431,KLHDC7A,kelch domain containing 7A
127795,ENSG00000162598,127795,OTTHUMG00000008992,C1orf87,chromosome 1 open reading frame 87
127943,ENSG00000162746,127943,OTTHUMG00000133629,FCRLB,Fc receptor-like B
128025,ENSG00000162843,128025,OTTHUMG00000039705,WDR64,WD repeat domain 64
128077,ENSG00000152022,128077,OTTHUMG00000013741,LIX1L,Lix1 homolog (mouse)-like
128153,ENSG00000162814,128153,OTTHUMG00000037875,SPATA17,spermatogenesis associated 17
128308,ENSG00000162910,128308,OTTHUMG00000037965,MRPL55,mitochondrial ribosomal protein L55
128322,ENSG00000102898,128322,OTTHUMG00000137540,NUTF2,nuclear transport factor 2
128434,ENSG00000132821,128434,OTTHUMG00000032430,VSTM2L,V-set and transmembrane domain containing 2 like
128497,ENSG00000149634,128497,OTTHUMG00000032628,SPATA25,spermatogenesis associated 25
128653,ENSG00000258713,128653,OTTHUMG00000031707,C20orf141,Uncharacterized protein C20orf141
128866,ENSG00000101421,128866,OTTHUMG00000032272,CHMP4B,charged multivesicular body protein 4B
129025,ENSG00000169548,129025,OTTHUMG00000030545,ZNF280A,zinc finger protein 280A
129642,ENSG00000143797,129642,OTTHUMG00000090363,MBOAT2,membrane bound O-acyltransferase domain containing 2
129787,ENSG00000151353,129787,OTTHUMG00000151381,TMEM18,transmembrane protein 18
129831,ENSG00000155636,129831,OTTHUMG00000154202,RBM45,RNA binding motif protein 45
129880,ENSG00000163093,129880,OTTHUMG00000132207,BBS5,Bardet-Biedl syndrome 5
130013,ENSG00000153086,130013,OTTHUMG00000131711,ACMSD,aminocarboxymuconate semialdehyde decarboxylase
130075,ENSG00000258083,130075,OTTHUMG00000158370,OR9A4,"olfactory receptor, family 9, subfamily A, member 4"
130340,ENSG00000152056,130340,OTTHUMG00000133165,AP1S3,"adaptor-related protein complex 1, sigma 3 subunit"
130367,ENSG00000163082,130367,OTTHUMG00000133156,SGPP2,sphingosine-1-phosphate phosphatase 2
